vp_id,age,gender,block,trial,correct_key,reaction_time,target,key,size
06,18,m,1,1,True,11.3469,primate,l,16
06,18,m,1,2,True,1.6954,human,a,8
06,18,m,1,3,True,0.9608,human,a,16
06,18,m,1,4,True,0.8074,human,a,8
06,18,m,1,5,True,1.0735,human,a,36
06,18,m,1,6,True,13.4045,primate,l,36
06,18,m,1,7,True,11.9931,primate,l,16
06,18,m,1,8,True,3.1312,human,a,36
06,18,m,1,9,True,14.4978,primate,l,16
06,18,m,1,10,True,4.6157,primate,l,8
06,18,m,1,11,True,3.856,human,a,8
06,18,m,1,12,True,1.121,human,a,36
06,18,m,1,13,True,7.6256,primate,l,16
06,18,m,1,14,True,0.9018,human,a,8
06,18,m,1,15,True,3.3648,human,a,16
06,18,m,1,16,True,0.8729,human,a,36
06,18,m,1,17,True,8.6229,primate,l,36
06,18,m,1,18,True,2.3529,human,a,8
06,18,m,1,19,True,6.9606,primate,l,8
06,18,m,1,20,True,3.9179,primate,l,8
06,18,m,1,21,True,0.9011,human,a,36
06,18,m,1,22,True,1.9768,human,a,16
06,18,m,1,23,True,5.7004,primate,l,16
06,18,m,1,24,True,9.0111,primate,l,16
06,18,m,1,25,True,2.0195,human,a,36
06,18,m,1,26,True,17.468,primate,l,36
06,18,m,1,27,True,8.2309,primate,l,16
06,18,m,1,28,True,0.9605,human,a,8
06,18,m,1,29,True,0.7513,human,a,16
06,18,m,1,30,True,1.6813,human,a,8
06,18,m,1,31,True,1.2292,human,a,8
06,18,m,1,32,True,7.5733,primate,l,16
06,18,m,1,33,True,3.1478,primate,l,8
06,18,m,1,34,True,2.7437,primate,l,8
06,18,m,1,35,True,0.6832,human,a,8
06,18,m,1,36,True,1.1146,human,a,8
06,18,m,1,37,True,3.8711,primate,l,16
06,18,m,1,38,True,1.0814,human,a,16
06,18,m,1,39,True,0.7417,human,a,8
06,18,m,1,40,True,6.3838,primate,l,8
06,18,m,1,41,True,6.8587,human,a,36
06,18,m,1,42,True,1.1599,human,a,8
06,18,m,1,43,True,0.7011,human,a,8
06,18,m,1,44,True,0.6641,human,a,16
06,18,m,1,45,True,0.9897,human,a,8
06,18,m,2,1,True,5.8782,primate,l,36
06,18,m,2,2,True,3.3254,primate,l,8
06,18,m,2,3,True,0.8567,human,a,8
06,18,m,2,4,True,0.9872,human,a,16
06,18,m,2,5,True,3.1554,human,a,36
06,18,m,2,6,True,2.8599,primate,l,8
06,18,m,2,7,True,7.8333,primate,l,36
06,18,m,2,8,True,6.8533,primate,l,36
06,18,m,2,9,True,0.8132,human,a,8
06,18,m,2,10,True,1.1403,human,a,16
06,18,m,2,11,True,0.4858,human,a,8
06,18,m,2,12,True,9.2683,primate,l,36
06,18,m,2,13,True,0.6488,human,a,16
06,18,m,2,14,True,6.5601,primate,l,36
06,18,m,2,15,True,1.0018,human,a,8
06,18,m,2,16,True,1.1638,human,a,8
06,18,m,2,17,True,10.7705,primate,l,36
06,18,m,2,18,True,2.1485,human,a,36
06,18,m,2,19,True,4.3895,primate,l,16
06,18,m,2,20,True,6.4572,primate,l,36
06,18,m,2,21,True,3.908,primate,l,16
06,18,m,2,22,True,0.778,human,a,8
06,18,m,2,23,True,0.8624,human,a,36
06,18,m,2,24,True,0.6037,human,a,36
06,18,m,2,25,True,2.9874,primate,l,8
06,18,m,2,26,True,0.8655,human,a,36
06,18,m,2,27,True,2.1971,primate,l,8
06,18,m,2,28,True,11.7436,primate,l,36
06,18,m,2,29,True,0.7973,human,a,8
06,18,m,2,30,True,0.8374,human,a,8
06,18,m,2,31,True,6.7901,primate,l,36
06,18,m,2,32,True,0.7918,human,a,8
06,18,m,2,33,True,0.5617,human,a,8
06,18,m,2,34,True,4.7877,primate,l,16
06,18,m,2,35,True,0.8944,human,a,8
06,18,m,2,36,True,4.6328,primate,l,16
06,18,m,2,37,True,0.9562,human,a,8
06,18,m,2,38,True,0.9747,human,a,36
06,18,m,2,39,True,1.7128,primate,l,8
06,18,m,2,40,True,4.0233,primate,l,16
06,18,m,2,41,True,1.2895,human,a,36
06,18,m,2,42,True,1.0619,human,a,16
06,18,m,2,43,True,2.3887,primate,l,8
06,18,m,2,44,True,1.6413,primate,l,8
06,18,m,2,45,True,1.6152,human,a,16
06,18,m,3,1,True,4.5435,primate,l,36
06,18,m,3,2,True,3.7306,primate,l,16
06,18,m,3,3,True,1.1528,human,a,16
06,18,m,3,4,True,3.7508,primate,l,16
06,18,m,3,5,True,1.5738,primate,l,8
06,18,m,3,6,True,0.6952,human,a,8
06,18,m,3,7,True,3.4948,primate,l,16
06,18,m,3,8,True,6.7337,primate,l,36
06,18,m,3,9,True,5.6632,primate,l,36
06,18,m,3,10,True,0.7893,human,a,16
06,18,m,3,11,True,3.372,primate,l,16
06,18,m,3,12,True,3.8573,primate,l,16
06,18,m,3,13,True,0.5956,human,a,16
06,18,m,3,14,True,0.849,human,a,36
06,18,m,3,15,True,0.7332,human,a,36
06,18,m,3,16,True,0.8593,human,a,16
06,18,m,3,17,True,1.6942,human,a,8
06,18,m,3,18,True,4.8715,primate,l,36
06,18,m,3,19,True,0.7042,human,a,16
06,18,m,3,20,True,0.7873,human,a,36
06,18,m,3,21,True,0.6459,human,a,8
06,18,m,3,22,True,2.6798,primate,l,8
06,18,m,3,23,True,5.4726,primate,l,36
06,18,m,3,24,True,2.1495,primate,l,8
06,18,m,3,25,True,1.9947,primate,l,8
06,18,m,3,26,True,5.024,primate,l,36
06,18,m,3,27,False,3.3047,human,l,16
06,18,m,3,28,True,6.3941,primate,l,36
06,18,m,3,29,True,3.8484,primate,l,16
06,18,m,3,30,True,7.4522,primate,l,36
