vp_id,age,gender,block,trial,correct_key,reaction_time,target,key,size
12,23,w,1,1,True,2.074,primate,l,16
12,23,w,1,2,True,1.2242,human,a,16
12,23,w,1,3,True,1.4225,human,a,8
12,23,w,1,4,True,1.1304,human,a,16
12,23,w,1,5,True,0.8845,human,a,8
12,23,w,1,6,True,2.8314,human,a,16
12,23,w,1,7,True,3.1669,human,a,16
12,23,w,1,8,True,0.9636,human,a,16
12,23,w,1,9,True,5.3549,primate,l,16
12,23,w,1,10,True,0.7134,human,a,8
12,23,w,1,11,True,0.9697,human,a,16
12,23,w,1,12,True,5.1057,primate,l,16
12,23,w,1,13,True,0.7155,human,a,16
12,23,w,1,14,True,2.0794,human,a,36
12,23,w,1,15,True,0.7128,human,a,16
12,23,w,1,16,True,0.9396,human,a,8
12,23,w,1,17,True,3.4753,human,a,16
12,23,w,1,18,True,1.9202,primate,l,8
12,23,w,1,19,True,2.2352,primate,l,8
12,23,w,1,20,True,1.4594,human,a,8
12,23,w,1,21,True,7.7745,primate,l,36
12,23,w,1,22,True,4.9986,primate,l,16
12,23,w,1,23,True,1.4469,human,a,36
12,23,w,1,24,True,7.9079,primate,l,36
12,23,w,1,25,True,1.1294,human,a,16
12,23,w,1,26,True,0.6279,human,a,16
12,23,w,1,27,True,2.8759,primate,l,8
12,23,w,1,28,True,5.2573,primate,l,16
12,23,w,1,29,True,4.4063,primate,l,16
12,23,w,1,30,True,1.8012,human,a,16
12,23,w,1,31,True,0.7336,human,a,8
12,23,w,1,32,True,9.2209,primate,l,36
12,23,w,1,33,True,7.3627,primate,l,36
12,23,w,1,34,True,5.0425,primate,l,8
12,23,w,1,35,True,5.5386,primate,l,8
12,23,w,1,36,True,7.0913,primate,l,16
12,23,w,1,37,True,0.82,human,a,36
12,23,w,1,38,True,6.4978,primate,l,16
12,23,w,1,39,True,4.8784,human,a,36
12,23,w,1,40,True,1.0284,human,a,8
12,23,w,1,41,True,0.7321,human,a,8
12,23,w,1,42,True,0.9984,human,a,8
12,23,w,1,43,True,0.5953,human,a,8
12,23,w,1,44,True,4.0842,primate,l,16
12,23,w,1,45,True,4.972,primate,l,16
12,23,w,2,1,True,6.8517,primate,l,16
12,23,w,2,2,True,0.7102,human,a,8
12,23,w,2,3,True,4.5109,primate,l,16
12,23,w,2,4,True,4.6509,primate,l,16
12,23,w,2,5,True,2.273,primate,l,8
12,23,w,2,6,True,6.4893,primate,l,36
12,23,w,2,7,True,0.7074,human,a,16
12,23,w,2,8,True,0.6095,human,a,8
12,23,w,2,9,True,3.7055,primate,l,16
12,23,w,2,10,True,3.9879,primate,l,16
12,23,w,2,11,True,7.515,primate,l,36
12,23,w,2,12,True,9.7272,primate,l,36
12,23,w,2,13,True,0.6957,human,a,8
12,23,w,2,14,True,0.5842,human,a,16
12,23,w,2,15,True,6.401,primate,l,36
12,23,w,2,16,False,0.9514,primate,a,8
12,23,w,2,17,True,1.3024,human,a,16
12,23,w,2,18,True,2.4564,primate,l,8
12,23,w,2,19,True,0.9483,human,a,16
12,23,w,2,20,True,1.8523,human,a,36
12,23,w,2,21,True,1.4678,human,a,16
12,23,w,2,22,True,5.208,primate,l,16
12,23,w,2,23,True,2.1824,primate,l,8
12,23,w,2,24,True,1.3024,human,a,16
12,23,w,2,25,True,5.3827,primate,l,16
12,23,w,2,26,True,4.1909,primate,l,16
12,23,w,2,27,True,1.7003,human,a,16
12,23,w,2,28,True,3.9653,primate,l,16
12,23,w,2,29,True,1.8992,primate,l,8
12,23,w,2,30,True,1.3194,human,a,36
12,23,w,2,31,True,1.0002,human,a,36
12,23,w,2,32,True,0.9689,human,a,36
12,23,w,2,33,True,6.0705,primate,l,36
12,23,w,2,34,True,3.4048,primate,l,8
12,23,w,2,35,True,3.9002,primate,l,16
12,23,w,2,36,True,0.8339,human,a,8
12,23,w,2,37,True,6.0754,primate,l,36
12,23,w,2,38,True,1.3225,human,a,36
12,23,w,2,39,True,2.6135,primate,l,8
12,23,w,2,40,True,7.574,primate,l,36
