vp_id,age,gender,block,trial,correct_key,reaction_time,target,key,size
05,26,m,1,1,True,6.9658,human,a,36
05,26,m,1,2,True,1.7834,human,a,8
05,26,m,1,3,True,2.8976,human,a,16
05,26,m,1,4,True,5.0287,primate,l,16
05,26,m,1,5,True,10.8381,primate,l,36
05,26,m,1,6,True,2.2574,human,a,36
05,26,m,1,7,True,1.5424,human,a,16
05,26,m,1,8,True,1.5162,human,a,36
05,26,m,1,9,True,5.4545,primate,l,16
05,26,m,1,10,True,9.6577,primate,l,36
05,26,m,1,11,True,1.1114,human,a,16
05,26,m,1,12,True,2.8476,human,a,36
05,26,m,1,13,True,0.7831,human,a,36
05,26,m,1,14,True,1.7613,primate,l,8
05,26,m,1,15,True,0.8492,human,a,8
05,26,m,1,16,True,3.2975,primate,l,16
05,26,m,1,17,True,0.7977,human,a,36
05,26,m,1,18,True,1.233,human,a,16
05,26,m,1,19,True,0.9878,human,a,16
05,26,m,1,20,True,3.2436,primate,l,16
05,26,m,1,21,True,4.7755,primate,l,36
05,26,m,1,22,True,4.1256,primate,l,36
05,26,m,1,23,True,3.5709,primate,l,16
05,26,m,1,24,True,1.7613,primate,l,8
05,26,m,1,25,True,0.7721,human,a,8
05,26,m,1,26,True,1.2773,primate,l,8
05,26,m,1,27,True,1.7589,human,a,36
05,26,m,1,28,True,0.8846,human,a,8
05,26,m,1,29,True,1.8995,human,a,36
05,26,m,1,30,True,3.6622,primate,l,36
05,26,m,1,31,True,1.4298,primate,l,8
05,26,m,1,32,True,1.3151,human,a,16
05,26,m,1,33,True,2.6231,primate,l,8
05,26,m,1,34,True,1.8665,primate,l,8
05,26,m,1,35,True,0.9637,human,a,8
05,26,m,1,36,True,1.2678,human,a,16
05,26,m,1,37,True,1.2524,human,a,8
05,26,m,1,38,True,3.5985,primate,l,16
05,26,m,1,39,True,4.6637,primate,l,16
05,26,m,1,40,True,0.8378,human,a,8
05,26,m,1,41,True,4.7137,human,a,16
05,26,m,1,42,True,1.5178,human,a,16
05,26,m,1,43,True,5.1377,primate,l,8
05,26,m,1,44,True,1.6194,human,a,16
05,26,m,1,45,True,1.3472,human,a,36
05,26,m,2,1,False,2.0457,human,l,16
05,26,m,2,2,True,0.7044,human,a,8
05,26,m,2,3,True,2.0149,primate,l,8
05,26,m,2,4,True,5.9873,primate,l,36
05,26,m,2,5,True,3.5821,primate,l,36
05,26,m,2,6,True,4.1988,human,a,36
05,26,m,2,7,True,0.8492,human,a,16
05,26,m,2,8,True,0.6334,human,a,8
05,26,m,2,9,True,2.3552,primate,l,8
05,26,m,2,10,True,1.4947,primate,l,8
05,26,m,2,11,True,5.0155,primate,l,36
05,26,m,2,12,False,2.6278,human,l,8
05,26,m,2,13,True,1.5422,human,a,8
05,26,m,2,14,True,1.2667,primate,l,8
05,26,m,2,15,False,3.0663,human,l,16
05,26,m,2,16,True,2.2697,primate,l,8
05,26,m,2,17,True,0.9801,human,a,16
05,26,m,2,18,True,1.1435,human,a,36
05,26,m,2,19,True,2.3052,primate,l,8
05,26,m,2,20,True,5.4702,primate,l,36
05,26,m,2,21,True,2.4679,human,a,36
05,26,m,2,22,True,5.5398,primate,l,16
05,26,m,2,23,True,1.1282,human,a,36
05,26,m,2,24,True,1.9973,primate,l,8
05,26,m,2,25,True,1.0995,human,a,16
05,26,m,2,26,True,0.7177,human,a,16
05,26,m,2,27,True,3.5073,human,a,16
05,26,m,2,28,True,2.2719,primate,l,8
05,26,m,2,29,True,0.7667,human,a,16
05,26,m,2,30,True,0.6667,human,a,8
05,26,m,2,31,True,3.4149,primate,l,16
05,26,m,2,32,True,0.9227,human,a,16
05,26,m,2,33,True,0.5638,human,a,8
05,26,m,2,34,True,1.2068,primate,l,8
05,26,m,2,35,True,2.7073,primate,l,16
05,26,m,2,36,True,1.5877,human,a,16
05,26,m,2,37,True,0.6358,human,a,16
05,26,m,2,38,True,1.0907,human,a,8
05,26,m,2,39,True,1.7979,human,a,8
05,26,m,2,40,True,4.3333,primate,l,16
05,26,m,2,41,True,0.8946,human,a,16
05,26,m,2,42,True,9.2701,primate,l,36
05,26,m,2,43,True,3.2984,primate,l,36
05,26,m,2,44,True,1.1821,primate,l,8
05,26,m,2,45,True,2.537,primate,l,16
05,26,m,3,1,True,1.4394,human,a,36
05,26,m,3,2,True,2.5507,primate,l,16
05,26,m,3,3,True,1.0952,human,a,36
05,26,m,3,4,True,1.3533,human,a,16
05,26,m,3,5,True,0.8604,human,a,16
05,26,m,3,6,True,1.9994,primate,l,16
05,26,m,3,7,True,1.2683,primate,l,8
05,26,m,3,8,True,1.157,human,a,36
05,26,m,3,9,True,0.8753,human,a,36
05,26,m,3,10,True,0.7925,human,a,16
05,26,m,3,11,True,0.7741,human,a,16
05,26,m,3,12,True,1.6508,primate,l,16
05,26,m,3,13,True,4.3973,primate,l,36
05,26,m,3,14,True,3.637,human,a,36
05,26,m,3,15,True,3.1486,primate,l,8
05,26,m,3,16,True,1.9952,human,a,8
05,26,m,3,17,True,0.8815,human,a,16
05,26,m,3,18,True,2.9254,human,a,36
05,26,m,3,19,True,0.62,human,a,8
05,26,m,3,20,True,4.8281,primate,l,36
05,26,m,3,21,True,1.5434,primate,l,8
05,26,m,3,22,True,1.2961,human,a,16
05,26,m,3,23,True,1.1854,human,a,36
05,26,m,3,24,True,2.4053,primate,l,16
05,26,m,3,25,True,0.697,human,a,8
05,26,m,3,26,False,2.0804,human,l,8
05,26,m,3,27,True,0.7365,human,a,16
05,26,m,3,28,True,4.5609,primate,l,36
05,26,m,3,29,True,1.7278,human,a,36
05,26,m,3,30,True,0.9991,human,a,16
05,26,m,3,31,True,1.9546,human,a,16
05,26,m,3,32,True,0.668,human,a,8
05,26,m,3,33,True,0.6971,human,a,16
05,26,m,3,34,True,0.8035,human,a,36
05,26,m,3,35,True,1.2455,human,a,8
05,26,m,3,36,True,0.9144,primate,l,8
05,26,m,3,37,True,0.566,human,a,16
05,26,m,3,38,True,0.9351,primate,l,8
05,26,m,3,39,True,1.2688,human,a,36
05,26,m,3,40,True,2.035,primate,l,36
05,26,m,3,41,True,1.9427,primate,l,36
05,26,m,3,42,True,0.915,primate,l,8
05,26,m,3,43,True,1.035,primate,l,8
05,26,m,3,44,True,1.4315,human,a,8
05,26,m,3,45,True,0.7508,primate,l,8
05,26,m,4,1,True,3.1252,primate,l,36
05,26,m,4,2,True,1.9357,primate,l,8
05,26,m,4,3,True,1.5516,human,a,36
05,26,m,4,4,True,1.1012,human,a,36
05,26,m,4,5,True,3.2944,primate,l,16
05,26,m,4,6,True,1.0255,primate,l,8
05,26,m,4,7,True,3.3483,primate,l,36
05,26,m,4,8,True,0.9778,human,a,16
05,26,m,4,9,True,0.7965,human,a,16
05,26,m,4,10,True,4.7712,primate,l,36
05,26,m,4,11,True,0.5065,human,a,8
05,26,m,4,12,True,4.9353,primate,l,36
05,26,m,4,13,False,0.7303,primate,a,8
05,26,m,4,14,True,0.7365,human,a,16
05,26,m,4,15,True,1.2097,human,a,16
05,26,m,4,16,True,2.6019,primate,l,16
05,26,m,4,17,True,0.8384,human,a,8
05,26,m,4,18,True,0.9363,human,a,8
05,26,m,4,19,True,1.323,human,a,16
05,26,m,4,20,True,2.6184,primate,l,16
05,26,m,4,21,True,1.2917,primate,l,8
05,26,m,4,22,True,0.7239,human,a,16
05,26,m,4,23,True,0.9763,human,a,8
05,26,m,4,24,True,8.8263,primate,l,36
05,26,m,4,25,True,4.1499,primate,l,16
05,26,m,4,26,True,6.7507,primate,l,36
05,26,m,4,27,True,1.8294,human,a,16
05,26,m,4,28,True,9.86,primate,l,36
05,26,m,4,29,True,1.9868,primate,l,8
05,26,m,4,30,True,10.2618,primate,l,36
05,26,m,4,31,True,1.4632,primate,l,8
05,26,m,4,32,True,1.7882,human,a,16
05,26,m,4,33,True,3.7557,primate,l,16
05,26,m,4,34,True,0.7651,human,a,16
05,26,m,4,35,True,5.6188,primate,l,36
05,26,m,4,36,True,0.7388,human,a,8
05,26,m,4,37,True,7.0418,primate,l,36
05,26,m,4,38,True,4.9448,primate,l,16
05,26,m,4,39,True,1.0313,human,a,36
05,26,m,4,40,True,3.645,primate,l,36
05,26,m,4,41,True,1.6233,human,a,16
05,26,m,4,42,True,2.1286,human,a,16
