vp_id,age,gender,block,trial,correct_key,reaction_time,target,key,size
07,52,m,1,1,True,1.5945,human,a,36
07,52,m,1,2,True,1.8565,human,a,36
07,52,m,1,3,True,1.7426,primate,l,8
07,52,m,1,4,True,3.0426,primate,l,36
07,52,m,1,5,True,2.3794,primate,l,8
07,52,m,1,6,True,1.093,human,a,8
07,52,m,1,7,True,2.2727,primate,l,16
07,52,m,1,8,True,2.2625,primate,l,36
07,52,m,1,9,True,2.054,primate,l,16
07,52,m,1,10,True,1.0936,human,a,16
07,52,m,1,11,True,2.4226,primate,l,16
07,52,m,1,12,True,0.6885,human,a,16
07,52,m,1,13,True,0.7279,human,a,8
07,52,m,1,14,True,1.101,human,a,36
07,52,m,1,15,True,2.1576,human,a,36
07,52,m,1,16,True,0.9176,human,a,8
07,52,m,1,17,True,1.3303,human,a,8
07,52,m,1,18,True,2.2046,human,a,36
07,52,m,1,19,True,3.0478,primate,l,16
07,52,m,1,20,True,2.3188,primate,l,36
07,52,m,1,21,True,1.2001,human,a,16
07,52,m,1,22,True,1.5114,human,a,16
07,52,m,1,23,True,2.5698,primate,l,36
07,52,m,1,24,True,2.7924,primate,l,16
07,52,m,1,25,True,0.7717,human,a,8
07,52,m,1,26,True,0.6536,human,a,36
07,52,m,1,27,True,1.4766,human,a,8
07,52,m,1,28,True,2.7172,primate,l,36
07,52,m,1,29,True,2.6967,primate,l,36
07,52,m,1,30,True,1.6714,primate,l,8
07,52,m,1,31,True,2.5956,primate,l,16
07,52,m,1,32,False,3.202,human,l,36
07,52,m,1,33,True,1.1999,human,a,16
07,52,m,1,34,True,3.5264,human,a,36
07,52,m,1,35,True,1.2002,human,a,8
07,52,m,1,36,True,5.8301,primate,l,36
07,52,m,1,37,True,1.355,human,a,16
07,52,m,1,38,True,2.7418,human,a,36
07,52,m,1,39,True,1.3364,human,a,16
07,52,m,1,40,True,1.2886,human,a,36
07,52,m,1,41,True,3.9482,primate,l,16
07,52,m,1,42,True,2.7684,primate,l,16
07,52,m,1,43,True,4.1058,primate,l,36
07,52,m,1,44,True,2.7178,primate,l,8
07,52,m,1,45,True,1.9233,primate,l,8
07,52,m,2,1,True,4.6671,primate,l,36
07,52,m,2,2,True,3.9852,primate,l,16
07,52,m,2,3,True,1.7821,human,a,36
07,52,m,2,4,True,1.8275,human,a,16
07,52,m,2,5,True,2.9178,primate,l,16
07,52,m,2,6,True,4.8931,primate,l,36
07,52,m,2,7,True,3.1129,human,a,36
07,52,m,2,8,True,2.5642,primate,l,8
07,52,m,2,9,True,6.4894,primate,l,36
07,52,m,2,10,True,1.6511,primate,l,8
07,52,m,2,11,True,0.7003,human,a,8
07,52,m,2,12,True,2.6955,primate,l,8
07,52,m,2,13,True,3.1758,human,a,36
07,52,m,2,14,True,3.7067,primate,l,16
07,52,m,2,15,True,4.4741,primate,l,36
07,52,m,2,16,True,4.0272,human,a,36
07,52,m,2,17,True,1.817,primate,l,8
07,52,m,2,18,True,0.9972,human,a,36
07,52,m,2,19,True,0.718,human,a,8
07,52,m,2,20,True,1.4272,human,a,16
07,52,m,2,21,True,1.1164,human,a,8
07,52,m,2,22,True,1.8689,primate,l,8
07,52,m,2,23,True,3.5748,primate,l,16
07,52,m,2,24,True,0.9051,human,a,8
07,52,m,2,25,True,4.2595,primate,l,36
07,52,m,2,26,True,1.2536,human,a,8
07,52,m,2,27,True,3.2672,primate,l,16
07,52,m,2,28,True,2.4291,primate,l,16
07,52,m,2,29,True,3.9379,primate,l,36
07,52,m,2,30,True,2.8917,primate,l,8
07,52,m,2,31,True,0.8816,human,a,36
07,52,m,2,32,True,1.4317,human,a,8
07,52,m,2,33,True,2.7397,primate,l,8
